provider,page_type,url,html_tag,text,scraped_at
Afterpay,homepage,https://www.afterpay.com/en-US,p,Get everything you need now.,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,"Shop thousands of brands and millions of products, online and in-store.",2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,"Choose to pay over 3, 6, 12 or 24* months or in 4 interest-free payments at partner brands.",2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,No late fees when you pay on time.,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,We’ll send you reminders and cap late,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,payments to help you get back on track.,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,"Our editors are rounding up everything that’s hot right now, all in one place.",2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,Discover thousands of brands where Afterpay is available in-store.,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,"Afterpay US Services, LLC, NMLS ID 1870854 NMLS Consumer Access.",2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,"You must be 18 or older, a resident of the U.S. and meet additional eligibility criteria to qualify. Late fees may apply. A finance fee may apply to certain transactions. Payment amounts shown are estimates and depend on eligibility and exclude taxes and shipping charges, which are added at checkout. For complete terms see Afterpay terms . Pay in 4 loans without a finance fee to California residents are made or arranged pursuant to a California Finance Lenders Law license.",2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,p,"*Loans with a finance fee are underwritten and issued by First Electronic Bank. For example, if your loan has a finance fee, your annual percentage rate could be 36%. At a loan amount of $110 you could pay a down payment of $27.50 followed by 3 generally biweekly payments of $28.26 at a 36% APR. For complete terms see AFF loan agreement terms .",2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,li,Installment Payment Authorization,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,li,Afterpay Card Account Agreement,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,li,Pay Monthly Loan Agreement,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,span,Here’s why you should Afterpay it.,2026-05-20T20:12:09.999687
Afterpay,homepage,https://www.afterpay.com/en-US,span,We’ll send you reminders and cap late payments to help you get back on track.,2026-05-20T20:12:09.999687
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,Financial wellness is a tap away.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,Here’s why you should Afterpay it.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,Get everything you need now.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,"Shop thousands of brands and millions of products, online and in-store.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,Make the first payment upfront and the rest over time. Always interest-free at partner brands when you pay it in 4.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,No late fees when you pay on time (Only for Pay in 4).,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,We’ll send you reminders and cap late payments to help you get back on track.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,Manage your spending while getting what you need—the app makes it easy.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,We've made it easy to pay in 4 in-store. Set up the digital Afterpay Card* in the In-store tab in the app and follow the prompts to add it to your Apple Wallet or Google Wallet. Tap to pay and take everything home today.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,Get started with the app.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,"Shop thousands of brands, online and in-store. Pay in 4 interest-free installments generally over six weeks at Afterpay brands.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,"Afterpay US Services, LLC, NMLS ID 1870854 NMLS Consumer Access.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,"You must be 18 or older, a resident of the U.S. and meet additional eligibility criteria to qualify. Late fees may apply. A finance fee may apply to certain transactions. Payment amounts shown are estimates and depend on eligibility and exclude taxes and shipping charges, which are added at checkout. For complete terms see Afterpay terms . Pay in 4 loans without a finance fee to California residents are made or arranged pursuant to a California Finance Lenders Law license.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,p,"*Loans with a finance fee are underwritten and issued by First Electronic Bank. For example, if your loan has a finance fee, your annual percentage rate could be 36%. At a loan amount of $110 you could pay a down payment of $27.50 followed by 3 generally biweekly payments of $28.26 at a 36% APR. For complete terms see AFF loan agreement terms .",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,li,Installment Payment Authorization,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,li,Afterpay Card Account Agreement,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,li,Pay Monthly Loan Agreement,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,"Pay in 4 interest-free installments at partner brands. Budget your spending. Earn rewards when you shop. Discover thousands of brands and millions of products, online and in-store. Do it all in the app, easily and securely.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,Pay in 4 interest-free installments at partner brands.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,"Budget your spending. Earn rewards when you shop. Discover thousands of brands and millions of products, online and in-store. Do it all in the app, easily and securely.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,Make the first payment upfront and the rest over time. Always interest-free at partner brands,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,"Track your payments and reschedule payment dates, so you can keep your budget in check.",2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,Explore trending products and personalized recommendations. Get exclusive deals and create shopping lists for later.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,Check out our FAQs or get in touch with us to learn more.,2026-05-20T20:12:11.942865
Afterpay,how_it_works,https://www.afterpay.com/en-US/how-it-works,span,Join Pulse Rewards for free to earn points for eligible on-time payments that unlock amazing benefits.,2026-05-20T20:12:11.942865
Afterpay,faq,https://help.afterpay.com/hc/en-us,h1,Find the answers you need here,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,h1,What can we help with today?,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,h2,Articles you may be interested in,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,p,Welcome to our Help Centre,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,p,Our team will be happy to help!,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,li,Getting Started With Afterpay,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,li,Can I change the due date of a payment?,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,li,Can I make a partial payment?,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,li,Have you downloaded our Mobile App?,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,li,Why is my order being declined?,2026-05-20T20:12:14.685055
Afterpay,faq,https://help.afterpay.com/hc/en-us,li,Why has the Afterpay name changed to Cash App Afterpay? Does anything change for me?,2026-05-20T20:12:14.685055
Zip,homepage,https://zip.co/us,h2,"Buy now, pay later anywhere",2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,h2,Online or in-store Footnote number 1 1,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,h2,How customers are paying with Zip,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,h3,Split big payments into not-so-big ones.,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,h3,Join millions of customers already paying with Zip,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,h3,Boost your business with Zip,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,p,Install the Zip® app and pay for what you need in 4 installments. Footnote number 2 2,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,p,Use the browser in the Zip® app to create a virtual card when you're ready to pay. Footnote number 1 1,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,p,"Authorize your purchase amount in the Zip® app, and then pay with your digital wallet or the physical Zip Card. Footnote number 1 1",2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,p,Greater flexibility in spending means more control over your payment dates. Give yourself some more breathing room with the Zip® app.,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,p,"Grow your customers, boost your sales, and drive customer preference when you offer the convenience of paying over time.",2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,Four point nine stars on App Store,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,Four point eight stars on Google Play,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,Four point seven stars on Trustpilot,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,Pay online with the Zip app,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,Pay in-store with the Zip app,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,FEATURES Zip puts you in control,2026-05-20T20:12:18.278224
Zip,homepage,https://zip.co/us,span,Change your payment dates,2026-05-20T20:12:18.278224
Zip,how_it_works,https://zip.co/us/how-it-works,h1,How Pay in 4 Works with Zip,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,h3,Exclusively in the Zip app,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,h3,Change your payment dates,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,"With Zip, you can buy now, pay later at all your favorite brands, whether you shop online or in-store. 1",2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,Search for your favorite brands or browse our picks,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,Greater flexibility in spending means more control over your payment dates. Give yourself some more breathing room with the Zip® app. 1,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,You can pay in-store only with the Zip® app. Create a virtual card in the app and then pay using your digital wallet or physical card. 1,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,"You asked, we listened. Now when you make consistent, on-time repayments, you may be eligible to earn spending power increases. 1",2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,Earning 6% back on this order!,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,Your $10.00 reward will be applied to your final payment 1,2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,p,"Pay with the Zip® app to earn cashback while shopping for groceries, booking travel, and shopping at your favorite merchants. 1",2026-05-20T20:12:21.329335
Zip,how_it_works,https://zip.co/us/how-it-works,span,Check your spending power,2026-05-20T20:12:21.329335
Zip,faq,https://help.zip.co/hc/en-us,h2,You're on the Zip Australia site.,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,h2,Can't see what you're looking for?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,h4,General information - Applications,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,h4,My Notifications & Statements,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,h4,How do Zip Pay repayments work?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,h4,How do Zip Money repayments work?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,p,Products and features may vary by region.,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,p,Use your Zip account everywhere.,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,p,General FAQ questions about Zip.,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,p,"If you still have any questions we're here to help, just start a chat.",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I update my personal details?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I set or change my Zip Pay repayment schedule?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Zip Account Features Use your Zip account everywhere. Zip Account Features Zip Account Features Use your Zip account everywhere. Zip Visa Card What is a Zip Visa Card? Where can I use my Zip Visa Card? How do I activate my Zip Visa Card? Can I use my Zip Visa Card for subscriptions & recurring payments? How do I add my Zip Visa Card to Apple/Google Wallet or PayPal? How do I set the pin for my Zip Visa Card? Zip Rewards Single Use Card Zip Bills How do I pay bills with Zip? Where can I find my biller's BPAY details to pay bills with Zip? Why aren't my BPAY details working for a Zip Bill? Gift Cards How do I access my Gift Card? How do I buy a Gift Card using my Zip Account? Can I use my Gift Card online and instore? What if it isn't working? How long is my Gift Card valid for? What if I haven't received my Gift Card in my email? Are Gift Cards refundable? Using Zip on eBay How do I use Zip to make purchases on eBay? How can I use Zip to purchase on eBay if I’m not a Zip customer? Why has my Zip eBay purchase been declined? eBay Refunds or Disputes When is Zip not an available payment option on eBay? Why am I unable to use Zip for my eBay purchase?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Where can I use my Zip Visa Card?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I activate my Zip Visa Card?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Can I use my Zip Visa Card for subscriptions & recurring payments?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I add my Zip Visa Card to Apple/Google Wallet or PayPal?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I set the pin for my Zip Visa Card?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I pay bills with Zip?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Where can I find my biller's BPAY details to pay bills with Zip?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why aren't my BPAY details working for a Zip Bill?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I access my Gift Card?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I buy a Gift Card using my Zip Account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Can I use my Gift Card online and instore? What if it isn't working?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How long is my Gift Card valid for?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What if I haven't received my Gift Card in my email?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Are Gift Cards refundable?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I use Zip to make purchases on eBay?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How can I use Zip to purchase on eBay if I’m not a Zip customer?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why has my Zip eBay purchase been declined?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,When is Zip not an available payment option on eBay?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why am I unable to use Zip for my eBay purchase?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,"My Application My Application My Application General information - Applications How do I apply for a Zip account? What credit information is required to apply for a Zip account? Why do you need to access my Online Banking Information? Is it Secure? Why is my bank not available/linking? What if my Zip account was approved for less than I applied for? Why was my application unsuccessful/cancelled? Zip Pay Applications Why do I need to link my PayPal, or bank account? Applying for a Zip Pay account - ID Verification",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I apply for a Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What credit information is required to apply for a Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why do you need to access my Online Banking Information? Is it Secure?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why is my bank not available/linking?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What if my Zip account was approved for less than I applied for?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why was my application unsuccessful/cancelled?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,"Why do I need to link my PayPal, or bank account?",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Applying for a Zip Pay account - ID Verification,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Managing my Account Managing my Account Managing my Account Accessing My Account How do I access my Zip Account via a new device or internet browser? How do I access my Zip Account via a new device/browser if my mobile number has changed? How do I reset my Zip Account password? How do I log in and log out of my Zip account? Why is my Zip Account on hold? Why am I having trouble logging in? Update Details How do I update my personal details? How do I update my mobile number without the verification code? My Notifications & Statements How do I access my contract? Where can I locate my Zip account statement/s? How do I manage my notifications? Understanding your monthly Zip Statement What is my payout figure for my Zip account? Account Security Why do I need to confirm my personal details? Security Centre - Learn more about protecting yourself online How to Report Credit Limits How do I decrease my account credit limit? How do I increase my Zip Money credit limit? How do I increase my Zip Pay credit limit? Vulnerability & Hardship Natural Disaster - Financial Hardship Application What is Family Violence? Zip’s approach to Family Violence Support Services Closing My Account How do I close my account? How do I deactivate my account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I access my Zip Account via a new device or internet browser?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I access my Zip Account via a new device/browser if my mobile number has changed?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I reset my Zip Account password?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I log in and log out of my Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why is my Zip Account on hold?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why am I having trouble logging in?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I update my mobile number without the verification code?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I access my contract?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Where can I locate my Zip account statement/s?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I manage my notifications?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Understanding your monthly Zip Statement,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What is my payout figure for my Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why do I need to confirm my personal details?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Security Centre - Learn more about protecting yourself online,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I decrease my account credit limit?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I increase my Zip Money credit limit?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I increase my Zip Pay credit limit?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Natural Disaster - Financial Hardship Application,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Zip’s approach to Family Violence,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I close my account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I deactivate my account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,"My Purchases My Purchases My Purchases General How can I shop using my available Zip balance? Does Zip charge interest? How to unblock third-party cookies. Can I get a cash advance? Why is my purchase showing as pending? Instore How do I shop instore? What if my account limit does not cover the cost of the purchase instore? Online How do I shop online with Zip? What if my account limit does not cover the cost of the purchase online? Can't make purchase Restricted Industries - Zip Visa Card, Single Use Card and Zip Bills. Why can't I make a purchase? Why is my account locked for use at other retailers? Issue with my Purchase I have an issue with my Purchase Issue with my Gift Card Purchase Issue with my Zip Bills Payment Issue with my Purchase | Zip Visa Card/Single-Use Card Order & Purchase Issues - Zip Affiliated Merchants How do I get a refund or cancel a purchase?",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How can I shop using my available Zip balance?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Does Zip charge interest?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How to unblock third-party cookies.,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Can I get a cash advance?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why is my purchase showing as pending?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What if my account limit does not cover the cost of the purchase instore?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I shop online with Zip?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What if my account limit does not cover the cost of the purchase online?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,"Restricted Industries - Zip Visa Card, Single Use Card and Zip Bills.",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why can't I make a purchase?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Why is my account locked for use at other retailers?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,I have an issue with my Purchase,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Issue with my Gift Card Purchase,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Issue with my Zip Bills Payment,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Issue with my Purchase | Zip Visa Card/Single-Use Card,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Order & Purchase Issues - Zip Affiliated Merchants,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I get a refund or cancel a purchase?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,"Repayments Repayments Repayments General How can I personalise my repayment schedule? How do I make an additional repayment? What happens if I miss a repayment or don't repay on time? What if I'm struggling to or can't make my repayments? How are my repayments allocated when I'm repaying multiple purchases? My account is in credit, how do I get a refund? Payment Methods Which Payment Methods can I add to my Zip account? How do I add a Debit Card to my Zip account? How do I add a bank account as my Payment Method on my Zip account? Which bank cards are eligible/accepted Payment Methods? BPAY Repayments How do I remove a payment method on my Zip account? How do Zip Pay repayments work? How do I set or change my Zip Pay repayment schedule? How do Zip Pay repayments work and when are they due? Zip Repayment Sample How do Zip Money repayments work?",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How can I personalise my repayment schedule?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I make an additional repayment?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What happens if I miss a repayment or don't repay on time?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,What if I'm struggling to or can't make my repayments?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How are my repayments allocated when I'm repaying multiple purchases?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,"My account is in credit, how do I get a refund?",2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Which Payment Methods can I add to my Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I add a Debit Card to my Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I add a bank account as my Payment Method on my Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Which bank cards are eligible/accepted Payment Methods?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I remove a payment method on my Zip account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do Zip Pay repayments work and when are they due?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,About Zip General FAQ questions about Zip. About Zip About Zip General FAQ questions about Zip. General Zip Info Zip Personal Loan Contact How do I contact Zip Support? | Zip Australia How do I contact Merchant Support? | Zip Australia Who do I contact about my Zip Capital/Business/Trade/Trade Plus Account? Compliments & Complaints Zip Plus Data and Privacy Privacy & Data at Zip,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I contact Zip Support? | Zip Australia,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,How do I contact Merchant Support? | Zip Australia,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,li,Who do I contact about my Zip Capital/Business/Trade/Trade Plus Account?,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,span,Go to the new Merchant Help Centre .,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,a,Go to the new Merchant Help Centre,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,a,Zip Account Features Use your Zip account everywhere.,2026-05-20T20:12:24.723457
Zip,faq,https://help.zip.co/hc/en-us,a,About Zip General FAQ questions about Zip.,2026-05-20T20:12:24.723457
Sezzle,homepage,https://sezzle.com/,h1,Buy Now Pay Later with the Sezzle App,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,h2,Shop Now. Pay Later. Your Way.,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,h2,Take Control of How You Pay,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,h2,Easily Shop Online or In-Store,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,h2,Financially Empowering the Next Generation,2026-05-20T20:12:26.923263
Sezzle,homepage,https://sezzle.com/,p,"Shop in-app or in-store, and buy now pay later in 4 easy installments over 6 weeks & no interest.Â¹",2026-05-20T20:12:26.923263
